geometry,lat,lon,name,facility_type,category,priority,addr:street,addr:city,addr:postcode,phone,website,opening_hours,operator,capacity,building
POINT (112.78094746743135 -7.339731431919559),-7.339731431919559,112.78094746743135,Masjid Nurul Hikmah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.62816116628544 -7.243974716004686),-7.243974716004686,112.62816116628544,Dinas Sosial Surabaya (UPTD Liponsos Babat Jerawat),government,government,3,,,,,,,,,
POINT (112.66433974487498 -7.267513783634794),-7.267513783634794,112.66433974487498,GKJW Jemaat Manukan,place_of_worship,community,4,,,,,,,,,church
POINT (112.71050872591951 -7.333385293042922),-7.333385293042922,112.71050872591951,Pasar LKMK Pageasangan,marketplace,community,4,,,,,,,,,
POINT (112.71375710176754 -7.321520943406298),-7.321520943406298,112.71375710176754,RSIA Cempaka Putih Permata,hospital,healthcare,1,,,,,,,,,
POINT (112.71206081012463 -7.248532392941255),-7.248532392941255,112.71206081012463,SMP & SMA Tanwir,school,education,2,,,,,,,,,
POINT (112.61583890901186 -7.242296348354647),-7.242296348354647,112.61583890901186,Puskesmas Pembantu Pakal,clinic,healthcare,1,,,,,,,,,
POINT (112.74891927140706 -7.278483663308741),-7.278483663308741,112.74891927140706,RSIA Lombok Dua Dua Surabaya,hospital,healthcare,1,,,,,https://rsialombokduadua.com/,,,,hospital
POINT (112.6839389 -7.3091193),-7.3091193,112.6839389,Gedung Serbaguna DK Karangan RW 03 Kel Babatan Kec Wiyung,townhall,government,3,,,,,,,,,yes
POINT (112.74110847581939 -7.314379464126671),-7.314379464126671,112.74110847581939,SD Negeri Margorejo V No. 407,school,education,2,,,,,,,,,
POINT (112.74122780634285 -7.316378353460812),-7.316378353460812,112.74122780634285,SMK Negeri 6 Surabaya,school,education,2,,,,,,,,,
POINT (112.74080401985955 -7.314521731796581),-7.314521731796581,112.74080401985955,Balai RW VII Margorejo,government,government,3,,,,,,,,,community_group_office
POINT (112.73445178125841 -7.288203057157094),-7.288203057157094,112.73445178125841,TLC (Total Life Clinic),clinic,healthcare,1,Jalan Bogowonto,"Darmo, Wonokromo, Surabaya, East Java",60241,,,,,,clinic
POINT (112.77597278011166 -7.312111935049477),-7.312111935049477,112.77597278011166,SD Negeri Kedung Baruk I / 275,school,education,2,,,,,,,,,
POINT (112.68898219104337 -7.259596021673638),-7.259596021673638,112.68898219104337,Polsek Tandes Pos Lalu Lintas,police,emergency,1,,,,,,,,,police
POINT (112.6840606 -7.2635077),-7.2635077,112.6840606,Klinik Nayaka Husada,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.68569344157342 -7.261463520684848),-7.261463520684848,112.68569344157342,Posyandu Sekar Sari,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.68927643247731 -7.259484054516062),-7.259484054516062,112.68927643247731,Puskesmas Tanjungsari,clinic,healthcare,1,,,,,,,,,
POINT (112.68706305158172 -7.261470194278086),-7.261470194278086,112.68706305158172,SD Negeri Tandes Kidul I/110,school,education,2,,,,,,,,,school
POINT (112.68487615518713 -7.260698941192809),-7.260698941192809,112.68487615518713,SMP Dharma Bakti,school,education,2,,,,,,,,,school
POINT (112.68748834385904 -7.2612055091326315),-7.2612055091326315,112.68748834385904,UPTD Bina Pengelolaan Sekolah Surabaya IV,government,government,3,,,,,,,,,
POINT (112.73997056588632 -7.316003661329369),-7.316003661329369,112.73997056588632,Disnakertrans dan kependudukan Asrama Transito,government,government,3,,,,,,,,50-100,
POINT (112.73509205128131 -7.31340097021559),-7.31340097021559,112.73509205128131,SD Negeri Margorejo 1,school,education,2,,,,,,,,,
POINT (112.73949193291794 -7.315027249614456),-7.315027249614456,112.73949193291794,SLB Karya Asih,school,education,2,,,,,,,,,school
POINT (112.73794486270737 -7.316389678091712),-7.316389678091712,112.73794486270737,Kantor Kelurahan Margorejo,government,government,3,,,,,,,,50-100,
POINT (112.60989950362342 -7.238054680537448),-7.238054680537448,112.60989950362342,SD Negeri Benowo III/126,school,education,2,,,,,,,,,
POINT (112.60996195000001 -7.236451300000001),-7.236451300000001,112.60996195000001,TK An Najah,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.60822368044532 -7.239432421460863),-7.239432421460863,112.60822368044532,Kantor Pos Jurang Kuping,post_office,government,3,,,,,,,,,post_office
POINT (112.60923386796858 -7.23569481254572),-7.23569481254572,112.60923386796858,SD Negeri Benowo I,school,education,2,,,,,,,,,
POINT (112.61522421834462 -7.235967701768431),-7.235967701768431,112.61522421834462,TK Aisyiyah 56,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.60828270501463 -7.235463415316252),-7.235463415316252,112.60828270501463,Kantor Kelurahan Benowo,government,government,3,,,,,,,,,
POINT (112.61223359507198 -7.235072278040146),-7.235072278040146,112.61223359507198,SMP Wachid Hasyim 7 Surabaya,school,education,2,,,,,,,,,
POINT (112.61069250000001 -7.240932699999995),-7.240932699999995,112.61069250000001,TK Kemala Bhayangkari 8,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.61050406166902 -7.237327569685552),-7.237327569685552,112.61050406166902,SMP Bina Putra,school,education,2,,,,,,,,,
POINT (112.60903288036184 -7.237632436792222),-7.237632436792222,112.60903288036184,SMP Negeri 14 Surabaya,school,education,2,,,,,,,,,
POINT (112.60957082546801 -7.237987503119326),-7.237987503119326,112.60957082546801,SD Islam Terpadu Al Fathimiyyah,school,education,2,,,,,,,,,
POINT (112.61476710117842 -7.23589749758062),-7.23589749758062,112.61476710117842,MTs Asy Syafi'iyah,school,education,2,,,,,,,,,
POINT (112.72143658448852 -7.272855777664071),-7.272855777664071,112.72143658448852,SD Negeri Banyu Urip III/ 354,school,education,2,,,,,,,,,
POINT (112.61301317344883 -7.23445125900534),-7.23445125900534,112.61301317344883,PAUD Pakal Ceria,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.61240299260109 -7.2322216615163875),-7.2322216615163875,112.61240299260109,Polsek Pakal,police,emergency,1,,,,,,,,,police
POINT (112.77989201364709 -7.327421146739875),-7.327421146739875,112.77989201364709,Kantor Dinas Pendapatan dan Pengelolaan Keuangan,government,government,3,,,,,,,,,government_office
POINT (112.77525179410382 -7.328074332923422),-7.328074332923422,112.77525179410382,Klinik Utama Pusura Rungkut,clinic,healthcare,1,Jl. Rungkut Asri Tengah,"Rungkut Kidul, Rungkut, Kota SBY, Jawa Timur, Indonesia",60293,,,,,,clinic
POINT (112.74640033720256 -7.306140873443749),-7.306140873443749,112.74640033720256,Akademi Gizi Surabaya,college,education,2,,,,,,,,,
POINT (112.7485956598138 -7.308522790406464),-7.308522790406464,112.7485956598138,Sekolah Tinggi Pariwisata Satya Widya,college,education,2,,,,,,,,,
POINT (112.74848662227959 -7.306886171444146),-7.306886171444146,112.74848662227959,SMP SMA Suryo Nugroho,school,education,2,,,,,,,,,school
POINT (112.74796189999999 -7.307917249999998),-7.307917249999998,112.74796189999999,TK Aurica,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.76843485092063 -7.329086399726524),-7.329086399726524,112.76843485092063,SD Yamastaa,school,education,2,,,,,,,,,
POINT (112.72435240324488 -7.306011017165856),-7.306011017165856,112.72435240324488,Pasar Ikan Hias Gunung Sari,marketplace,community,4,,,,,,,,,
POINT (112.72094578991477 -7.301239215971984),-7.301239215971984,112.72094578991477,SD Negeri Sawunggaling VIII/ 389,school,education,2,,,,,,,,,
POINT (112.64569180794363 -7.251239422889209),-7.251239422889209,112.64569180794363,Pasar Bandarejo,marketplace,community,4,,,,,,,,,
POINT (112.73763261074943 -7.306732555079616),-7.306732555079616,112.73763261074943,Dinas Pertanian UPT Pengawasan dan sertifikasi hasil pertanian,government,government,3,,,,,,,,,
POINT (112.73703978224664 -7.306747708090637),-7.306747708090637,112.73703978224664,Dinas Tenaga Kerja Transmigrasi Dan Kependudukan,government,government,3,,,,,,,,,
POINT (112.73645021885854 -7.306603700242383),-7.306603700242383,112.73645021885854,Pasar Bendul Merisi,marketplace,community,4,,,,,,,,,
POINT (112.73891892437004 -7.306630857401551),-7.306630857401551,112.73891892437004,SMK Wijaya,school,education,2,,,,,,,,,
POINT (112.74878894074438 -7.303957489156639),-7.303957489156639,112.74878894074438,SMA Budi Sejati Surabaya,school,education,2,,,,,,,,,
POINT (112.69548889639063 -7.231342142044447),-7.231342142044447,112.69548889639063,SD Negeri Greges 125,school,education,2,,,,,,,,,school
POINT (112.68316295000001 -7.228845699999999),-7.228845699999999,112.68316295000001,TK PAUD Kartini,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.72405960912081 -7.31312481679584),-7.31312481679584,112.72405960912081,SMP-SMA Al Falah Ketintang,school,education,2,,,,,,,,,
POINT (112.72459650742414 -7.313288943534041),-7.313288943534041,112.72459650742414,Akademi Farmasi Surabaya,college,education,2,,,,,,,,,
POINT (112.72483734732683 -7.309634166640842),-7.309634166640842,112.72483734732683,SD Negeri Ketintang 1 Surabaya,school,education,2,,,,,,,,,
POINT (112.72558166290987 -7.30912440097209),-7.30912440097209,112.72558166290987,Kantor Kelurahan Ketintang,government,government,3,,,,,,,,,
POINT (112.7229585734563 -7.312008504801073),-7.312008504801073,112.7229585734563,RSU Bhakti Rahayu,hospital,healthcare,1,,,,,,,,,
POINT (112.7316978 -7.313339750000001),-7.313339750000001,112.7316978,TK Amanda,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.64499084955222 -7.252453920381543),-7.252453920381543,112.64499084955222,SD Negeri Sememi II,school,education,2,,,,,,,,,
POINT (112.75524742404342 -7.307369339939795),-7.307369339939795,112.75524742404342,YPPAY Adinda,school,education,2,,,,,,,,,school
POINT (112.7540349 -7.30778765),-7.30778765,112.7540349,TK Al Najiyah,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.65409402680531 -7.211944335994882),-7.211944335994882,112.65409402680531,Pasar Induk Oso Wilangon,marketplace,community,4,,,,,,,,,
POINT (112.65309790384983 -7.214283242321665),-7.214283242321665,112.65309790384983,Masjid Al Ghorib,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.72559810058617 -7.326147832039903),-7.326147832039903,112.72559810058617,Rumah Sakit Mata Masyarakat Jawa Timur,hospital,healthcare,1,,,,,,,,,
POINT (112.72196365 -7.3255172),-7.3255172,112.72196365,Balai Pertemuan RT 02 RW 05,government,government,3,,,,,,,,,yes
POINT (112.64550566735521 -7.2530880165657505),-7.2530880165657505,112.64550566735521,Balai RW V Kelurahan Sememi,government,government,3,,,,,,,,,community_group_office
POINT (112.63733315000003 -7.242644150000001),-7.242644150000001,112.63733315000003,PG-TK Bunga Pertiwi,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.72770816651895 -7.296152399440715),-7.296152399440715,112.72770816651895,SMP KARTIKA IV / 1,school,education,2,,,,,,,,,
POINT (112.7210286980331 -7.3004435839169),-7.3004435839169,112.7210286980331,SD Negeri Sawunggaling VII / 388,school,education,2,,,,,,,,,
POINT (112.69471161742072 -7.3263952866375),-7.3263952866375,112.69471161742072,SMP Negeri 24 Surabaya,school,education,2,,,,,,,,,
POINT (112.75820226455657 -7.2682040688986875),-7.2682040688986875,112.75820226455657,RSUD Dr. Soetomo,hospital,healthcare,1,,Surabaya,,,https://rsudrsoetomo.jatimprov.go.id/,,,,
POINT (112.7373144186196 -7.2911315477094645),-7.2911315477094645,112.7373144186196,Rumah Sakit William Booth Surabaya,hospital,healthcare,1,Jalan Diponegoro,Surabaya,60241,,,,,,
POINT (112.78217923430738 -7.288907515880701),-7.288907515880701,112.78217923430738,Universitas Putra Bangsa,university,education,2,,,,,,,,,
POINT (112.81093855373814 -7.335772291740565),-7.335772291740565,112.81093855373814,PG - TK Islam Modern Darul Hikam,kindergarten,education,2,,,,,,,,,
POINT (112.63537080897687 -7.249239049088228),-7.249239049088228,112.63537080897687,SD Negeri Sememi I Surabaya,school,education,2,,,,,,,,,
POINT (112.63694899046165 -7.249500594681365),-7.249500594681365,112.63694899046165,MI Miftahur Rahman,school,education,2,,,,,,,,,
POINT (112.66563718873499 -7.2260584426946926),-7.2260584426946926,112.66563718873499,Pondok Pesantren Salaf Al Muhibbin,school,education,2,,,,,,,,,
POINT (112.80364744479907 -7.337177754982574),-7.337177754982574,112.80364744479907,SD Negeri Gununganyar Tambak No 628,school,education,2,,,,,,,,,
POINT (112.8033578 -7.334191600000002),-7.334191600000002,112.8033578,Balai RW VIII Gunung Anyar Tambak,government,government,3,,,,,,,,,community_group_office
POINT (112.80255684969924 -7.345049938863068),-7.345049938863068,112.80255684969924,Masjid Qowiyul Islam,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.80574916450293 -7.331788738152437),-7.331788738152437,112.80574916450293,Pondok Pesantren Al Baihaqy,school,education,2,,,,,,,,,
POINT (112.80163987043565 -7.338756949365924),-7.338756949365924,112.80163987043565,Kantor Kelurahan Gunung Anyar Tambak,government,government,3,,,,,,,,,
POINT (112.80385315 -7.3401995499999995),-7.3401995499999995,112.80385315,Balai RW V Gunung Anyar Tambak,government,government,3,,,,,,,,,community_group_office
POINT (112.79811 -7.308587399999999),-7.308587399999999,112.79811,Musholla MA Negeri Surabaya,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7997152576912 -7.314188575387852),-7.314188575387852,112.7997152576912,"KB, TK, SD Khadijah",school,education,2,,,,,,,,,school
POINT (112.79685116494501 -7.311377948778237),-7.311377948778237,112.79685116494501,SD Negeri Wonorejo Nomor 274,school,education,2,,,,,,,,,
POINT (112.79849994999998 -7.31109325),-7.31109325,112.79849994999998,Musholla Al Washilah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.79666382080002 -7.31098876476289),-7.31098876476289,112.79666382080002,SD Islam Nurul Khoir,school,education,2,,,,,,,,,school
POINT (112.71699222360085 -7.33636405507966),-7.33636405507966,112.71699222360085,SMP Negeri 22 Surabaya,school,education,2,,,,,,,,,
POINT (112.72891181215542 -7.335298469947979),-7.335298469947979,112.72891181215542,SD Negeri Gayungan I-422,school,education,2,,,,,,,,,
POINT (112.72084147388155 -7.3322046526513445),-7.3322046526513445,112.72084147388155,Pasar Surya Gayungsari,marketplace,community,4,,,,,,,,,
POINT (112.72719358994458 -7.3298592650062755),-7.3298592650062755,112.72719358994458,Badan Penelitian Dan Pengembangan,government,government,3,,,,,,,,,
POINT (112.72259449918631 -7.332578122865635),-7.332578122865635,112.72259449918631,SD Negeri Gayungan 2,school,education,2,,,,,,,,,
POINT (112.63601643005822 -7.235462444367215),-7.235462444367215,112.63601643005822,Masjid Al Hijrah Palm,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.79526210039924 -7.3092416283162605),-7.3092416283162605,112.79526210039924,Sekolah Tinggi Ilmu Ekonomi Perbanas Kampus II,college,education,2,,,,,,,,,
POINT (112.70273021511589 -7.2293494677772125),-7.2293494677772125,112.70273021511589,Kantor Kelurahan Genting Kalianak,government,government,3,,,,,,,,,village_office
POINT (112.71068843590209 -7.241304569661129),-7.241304569661129,112.71068843590209,TK Genting Mandiri,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.66305722337518 -7.257942805764396),-7.257942805764396,112.66305722337518,Masjid Raya Fastabiqul Khoirot,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.65994175921563 -7.2583638282882434),-7.2583638282882434,112.65994175921563,Masjid Syifa'a Ul-Qulub,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.6621599 -7.25920285),-7.25920285,112.6621599,SD Negeri Banjar Sugihan V/617,school,education,2,,,,,,,,,school
POINT (112.65689397744286 -7.252594918077674),-7.252594918077674,112.65689397744286,Badan Karantina Pertama Kementerian Pertanian,government,government,3,,,,,,,,,
POINT (112.65703445 -7.2538787),-7.2538787,112.65703445,SD Negeri Banjar Sugihan I/116,school,education,2,,,,,,,,,
POINT (112.65991326858156 -7.255255537329699),-7.255255537329699,112.65991326858156,SD Negeri Banjar Sugihan II/117,school,education,2,,,,,,,,,
POINT (112.65962608763006 -7.255530324357389),-7.255530324357389,112.65962608763006,SMP 11 Maret Surabaya,school,education,2,,,,,,,,,
POINT (112.66140800368825 -7.2530020469910825),-7.2530020469910825,112.66140800368825,SMP Negeri 26 Surabaya,school,education,2,,,,,,,,,
POINT (112.74118641434798 -7.2988862193388755),-7.2988862193388755,112.74118641434798,SD Negeri Ngagel I/394,school,education,2,,Jalan Ngagel 211A,,,,,,,
POINT (112.63656900454392 -7.242395156001291),-7.242395156001291,112.63656900454392,SMA Negeri 12 Surabaya,school,education,2,,,,,,,,,
POINT (112.6425412354541 -7.245492232967787),-7.245492232967787,112.6425412354541,KB-TK Qurotu A'yun,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.59966969999999 -7.224040450000001),-7.224040450000001,112.59966969999999,TK Aisyiyah Bustanul Athfal 32,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.60525315000002 -7.221725950000001),-7.221725950000001,112.60525315000002,TK Cahaya Nanda,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.60242105951734 -7.229496365078986),-7.229496365078986,112.60242105951734,RA-MI Hasyim Ashari,school,education,2,,,,,,,,,school
POINT (112.60268621352041 -7.229081129061802),-7.229081129061802,112.60268621352041,SD Negeri Sumberrejo I/130,school,education,2,,,,,,,,,
POINT (112.60617609999998 -7.2314757499999995),-7.2314757499999995,112.60617609999998,Posyandu Graha Kencana,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.60613375666912 -7.2263549746839955),-7.2263549746839955,112.60613375666912,SD Negeri Sumberrejo II/131,school,education,2,,,,,,,,,
POINT (112.60620856198383 -7.214326553618887),-7.214326553618887,112.60620856198383,TK KH A.Sidiq,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.76343972600355 -7.305361111978483),-7.305361111978483,112.76343972600355,Yayasan Pendidikan Baitul Mukmin,school,education,2,,,,,,,,,
POINT (112.76375100000001 -7.303393550000001),-7.303393550000001,112.76375100000001,Pondok Pesantren Khoirul Huda ( PPM NGINDEN LDII ),school,education,2,Jalan Nginden III,"Jangkungan, Sukolilo, Kota SBY, Jawa Timur",60118,+62 31 5949591,https://www.ldiisurabaya.org/pondok-pesantren-mahasiswa-khoirul-huda-surabaya/,,,,
POINT (112.64745392705875 -7.19611369203374),-7.19611369203374,112.64745392705875,SD Negeri Romokalisari,school,education,2,,,,,,,,,
POINT (112.64613592000254 -7.197696113943134),-7.197696113943134,112.64613592000254,KB - TK - MI Sultan Agung,school,education,2,,,,,,,,,school
POINT (112.64678549662575 -7.198023818624593),-7.198023818624593,112.64678549662575,Kantor Kelurahan Romokalisari,government,government,3,,,,,,,,,village_office
POINT (112.64785889092086 -7.199161755443546),-7.199161755443546,112.64785889092086,Masjid Baitur Rahmah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.6479617 -7.196103899999999),-7.196103899999999,112.6479617,Masjid Darus Sa'adah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.62535679133592 -7.1986042059166255),-7.1986042059166255,112.62535679133592,Masjid Nurut Tanwir,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.64620160038383 -7.197851005114426),-7.197851005114426,112.64620160038383,Masjid Sultan Agung,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.62574804999998 -7.19866295),-7.19866295,112.62574804999998,Poskeskel Kelurahan Romokalisari,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.7409638190195 -7.291535344416594),-7.291535344416594,112.7409638190195,RSAU SOEMITRO,hospital,healthcare,1,,,,,,,,,
POINT (112.74157912645988 -7.296200203533771),-7.296200203533771,112.74157912645988,"TK, SD, SMP, SMK Tunas Harapan",school,education,2,,,,,,,,,school
POINT (112.73442709210074 -7.288554258775884),-7.288554258775884,112.73442709210074,SD Hang Tuah 1,school,education,2,,,,,,,,,
POINT (112.73426407605851 -7.288150929957461),-7.288150929957461,112.73426407605851,SMA Hang Tuah 4,school,education,2,,,,,,,,,
POINT (112.71925665638932 -7.316796679913079),-7.316796679913079,112.71925665638932,Pengadilan Tinggi Tata Usaha Negara Surabaya,government,government,3,,,,,,,,,
POINT (112.63594879591999 -7.2556976436382925),-7.2556976436382925,112.63594879591999,RSUD Bhakti Dharma Husada,hospital,healthcare,1,,,,,,,,,
POINT (112.63429408304631 -7.2559656585291705),-7.2559656585291705,112.63429408304631,SMP Negeri 53 Surabaya,school,education,2,,,,,,,,,
POINT (112.63587938070286 -7.257063597920111),-7.257063597920111,112.63587938070286,SD Raden Fatah,school,education,2,,,,,,,,,
POINT (112.63674881673087 -7.257065867399683),-7.257065867399683,112.63674881673087,MTs Negeri III Surabaya,school,education,2,,,,,,,,,
POINT (112.63490693604899 -7.2592259461566355),-7.2592259461566355,112.63490693604899,Balai RW 03 Sememi,government,government,3,,,,,,,,,community_group_office
POINT (112.63659667924765 -7.2572377850670655),-7.2572377850670655,112.63659667924765,Masjid MTs 3,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.63470082220842 -7.25678425474427),-7.25678425474427,112.63470082220842,PAUD/KB Nurul Huda,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.63520290005967 -7.245903176204033),-7.245903176204033,112.63520290005967,SMA Wachid Hasyim 5 Surabaya,school,education,2,,,,,,,,,
POINT (112.64207506756826 -7.249140651411973),-7.249140651411973,112.64207506756826,TK Nur Jannah,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.79048143723229 -7.243154468214489),-7.243154468214489,112.79048143723229,Yayasan Hang Tuah (TK-SD),school,education,2,,,,,,,,,
POINT (112.71676037734625 -7.338019443476067),-7.338019443476067,112.71676037734625,Kantor Kecamatan Gayungan,government,government,3,,,,,,,,,
POINT (112.71182478388477 -7.335341393085585),-7.335341393085585,112.71182478388477,SMP Negeri 55 Surabaya,school,education,2,,,,,,,,,
POINT (112.71213725169245 -7.332723925300111),-7.332723925300111,112.71213725169245,UPT Pengembangan Benih dan Produk Tanaman Perkebunan,government,government,3,,Surabaya,,,,,,,
POINT (112.78196299388645 -7.283193324877433),-7.283193324877433,112.78196299388645,Baby Smile School,kindergarten,education,2,,,,,,,,,yes
POINT (112.75096821484163 -7.305990501633694),-7.305990501633694,112.75096821484163,Masjid Agung Ali Akbar,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.78489452388884 -7.289572970782503),-7.289572970782503,112.78489452388884,SD Negeri Keputih 245,school,education,2,,,,,,,,,
POINT (112.74291965751674 -7.307380841642375),-7.307380841642375,112.74291965751674,Masjid Wadlihatul Imaroh,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.72734127272487 -7.3213885159312255),-7.3213885159312255,112.72734127272487,Sekolah Jepang Surabaya,school,education,2,,,,,,,,,
POINT (112.63536057457019 -7.249681582381254),-7.249681582381254,112.63536057457019,Kantor Kelurahan Sememi,government,government,3,,,,,,,,,
POINT (112.63541420392231 -7.248784955469739),-7.248784955469739,112.63541420392231,Kantor Kecamatan Benowo,government,government,3,,,,,,,,,
POINT (112.63529345892127 -7.250086421762981),-7.250086421762981,112.63529345892127,Pasar Kendung,marketplace,community,4,,,,,,,,,
POINT (112.77411417637543 -7.235594632208613),-7.235594632208613,112.77411417637543,Masjid Baitur Rahmat,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7277239356645 -7.330280721390903),-7.330280721390903,112.7277239356645,Dinas Sosial Provinsi Jawa Timur,government,government,3,,,,,,,,,
POINT (112.73026924134538 -7.324402607924492),-7.324402607924492,112.73026924134538,Rumah Sakit Bhayangkara HS Samsoeri Mertojoso,hospital,healthcare,1,Jalan Jend. A. Yani,"Ketintang, Gayungan, Surabaya, East Java",60231,,http://rs-bhayangkarasurabaya.jatim.polri.go.id/,,,,
POINT (112.72930156975883 -7.329089333894574),-7.329089333894574,112.72930156975883,Dinas Perkebunan Provinsi Jawa Timur,government,government,3,,,,,,,,,
POINT (112.72964659111535 -7.3291574892936895),-7.3291574892936895,112.72964659111535,Dinas Ketahanan Pangan,government,government,3,,,,,,,,,
POINT (112.72516553749692 -7.330820679502795),-7.330820679502795,112.72516553749692,Badan Pelaksana Penanggulangan Lumpur Sidoarjo,government,government,3,,,,,,,,,
POINT (112.72178807538415 -7.330569563429766),-7.330569563429766,112.72178807538415,Balai Diklat Industri Surabaya,government,government,3,,,,,,,,,
POINT (112.7299601140713 -7.329216880904871),-7.329216880904871,112.7299601140713,UPT Pengawasan dan Sertifikasi Benih Tanaman Pangan dan Holtikultura,government,government,3,,,,,,,,,
POINT (112.72983834296011 -7.325215839733033),-7.325215839733033,112.72983834296011,Dinas Kesehatan Provinsi Jawa Timur,government,government,3,,,,,,,,,
POINT (112.67738038788893 -7.26776302419697),-7.26776302419697,112.67738038788893,Balai Pendidikan dan Pelatihan Provinsi Jawa Timur,government,government,3,,,,,,,,,
POINT (112.74979600549796 -7.295899205454507),-7.295899205454507,112.74979600549796,SD Negeri Ngagel Rejo VII Surabaya,school,education,2,,,,,,,,,
POINT (112.7602327578865 -7.266356096118739),-7.266356096118739,112.7602327578865,Politeknik Kesehatan Kementerian Kesehatan Surabaya,college,education,2,,,,,,,,,
POINT (112.73862147047781 -7.321332526843099),-7.321332526843099,112.73862147047781,SMK PGRI 1 Surabaya,school,education,2,,,,,,,,,school
POINT (112.76017914307762 -7.267240853536362),-7.267240853536362,112.76017914307762,Sekolah Tinggi Kesehatan Yayasan RSUD Dr Soetomo,college,education,2,,,,,,,,,
POINT (112.76035883385983 -7.267238673979165),-7.267238673979165,112.76035883385983,Kebidanan Sutomo Poltekkes Kemenkes Surabaya,university,education,2,,,,,,,,,yes
POINT (112.7603683861964 -7.2692309813990335),-7.2692309813990335,112.7603683861964,Balai Pengamanan Fasilitas Kesehatan Surabaya,government,government,3,,,,,,,,,
POINT (112.76035627547401 -7.269707086408481),-7.269707086408481,112.76035627547401,Palang Merah Indonesia Daerah Jawa Timur,government,government,3,,,,,,,,,
POINT (112.76874065 -7.2572666),-7.2572666,112.76874065,Masjid Nur Hidayah Jalan Bronggalan Sawah V,place_of_worship,community,4,,,,,,,,,yes
POINT (112.68438569058732 -7.262077221632523),-7.262077221632523,112.68438569058732,Kantor Kelurahan Tandes,government,government,3,,,,,,,,,
POINT (112.7827092 -7.234442749999999),-7.234442749999999,112.7827092,TK Bina Setya Putra,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77719235 -7.2329944500000005),-7.2329944500000005,112.77719235,Majid Sabilur Rosyidin,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.73115055000001 -7.3080357),-7.3080357,112.73115055000001,Masjid Baitul Makmur Jetis Kulon,place_of_worship,community,4,Jl. Jetis Kulon 7,"Wonokromo, Surabaya",60243,,,,,,mosque
POINT (112.78340485 -7.333221150000003),-7.333221150000003,112.78340485,SD Negeri Gunung Anyar 273,school,education,2,,,,,,,,,
POINT (112.78289505566589 -7.3332570939029),-7.3332570939029,112.78289505566589,Universitas Muhammadiyah Sidoarjo,university,education,2,,,,,,,,,
POINT (112.78077259451712 -7.33741932692976),-7.33741932692976,112.78077259451712,TK Al Islah,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.7943269294978 -7.260608422726179),-7.260608422726179,112.7943269294978,Universitas Widya Kartika,university,education,2,,,,,,,,,
POINT (112.75590579696961 -7.29185103352225),-7.29185103352225,112.75590579696961,Laboratorium Klinik Pramita,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.73943329999999 -7.29358315),-7.29358315,112.73943329999999,Klinik Mata Java,clinic,healthcare,1,,,,,,,,,yes
POINT (112.75651700000002 -7.2924527),-7.2924527,112.75651700000002,Vihara Buddha Kirti,place_of_worship,community,4,,,,,,,,,temple
POINT (112.78575553943386 -7.337217035651472),-7.337217035651472,112.78575553943386,Gereja Roh Kudus,place_of_worship,community,4,,,,,,,,,
POINT (112.79622273207004 -7.2612085804828945),-7.2612085804828945,112.79622273207004,SMP Institut Indonesia,school,education,2,,,,,,,,,
